shape,scale0,beta1
5.463926755182112,813.819022292248,-0.0576437263157115
4.538759475754174,860.4830578101113,-0.003949181447759413
5.756528994208684,890.9629108004592,0.02423496914758171
5.238374402955315,624.7642996705619,-0.12079029548682738
3.4961176068745434,676.9633987313457,-0.21941744364587076
6.761103891164619,751.6732493444971,-0.05323148293429629
5.436620880606361,712.4582665876301,-0.0665378172657626
5.569692951189294,717.2423747889351,-0.04075849196793508
3.653871543773548,642.6285183255438,-0.10696612338421489
4.589821339783442,694.4751407738188,-0.08268962677193578
4.371858345909208,827.4316776635047,-0.03756947253584231
6.2024523346942795,784.1683384354108,-0.0014596602700676085
5.070918331392721,680.8206482622535,-0.032751030421983095
5.669049581358094,671.4476746484214,-0.1699590577509222
4.641617609644806,658.9323292082032,-0.1959450497702386
3.9834592430873133,680.1218851852989,-0.09474335165950937
4.868495192202497,711.5814543945328,-0.06269894430851015
3.369102995700917,650.7510997962908,-0.17251893367548607
5.6777679884642795,707.8049825726562,-0.048240051876827665
5.0441242019444275,777.8750251172683,-0.04931614752200748
5.417638250338671,698.5560463302411,-0.04231941203247539
4.3348529642717475,718.5954825295668,-0.11435356295364829
6.690069078225564,740.7120328105865,-0.016017831912179932
6.075330671475985,679.0805314068934,-0.07610420553221575
5.505426243295626,668.1738022001871,-0.06931557523577125
3.9016140726582846,605.0207774660757,-0.12502957069893442
4.640814406511042,776.5400489541543,-0.089001161292379
3.1480614028420466,689.8742594867149,-0.14353388808448683
3.7965781445066726,697.6118013419187,-0.20801082522570113
5.205920725012327,725.7820617732477,-0.031609844855740636
5.367803487232817,765.5970240389693,-0.07949691938548958
6.727003253071141,651.2776003751004,-0.08890580000030988
4.287899072029249,733.1953743155703,-0.08950557104111648
4.320212284825069,821.5273878866805,-0.05034226835792737
4.647013958857705,798.5985159713724,-0.021108256731971985
3.8858730862561957,777.1192022336356,0.07495145220222985
3.713999324610245,665.9013750751551,-0.17422223093859954
4.699352028062387,645.5101892511067,-0.15023013003071636
4.018721960616161,679.7256183125351,-0.15664328436560704
5.196325931418627,650.4166408412566,-0.08619338206548888
4.480246802035985,819.5592514149284,-0.03821098180956937
5.697434411928189,740.0109256696071,-0.09359751462648058
5.287711728374784,668.6973110005133,-0.12126307286888137
4.282244219224786,659.3655287100227,-0.16315752761295116
5.683373064290026,736.2791511376437,-0.0702920785084298
5.61103213027677,697.1746529771456,-0.0760511819142024
4.4484294627447545,718.5101247240747,-0.11861085521056788
4.178849202544133,699.8836108474319,-0.07664036378412885
5.232112201595254,725.0811876843283,-0.1193643913778461
3.6979363117522692,747.7061081915717,-0.03188848279384453
3.8908633400210832,675.4256132726291,-0.09626849126110955
2.5481747463430464,762.9134559513512,0.01658628293015332
5.54540337844272,723.465125392922,-0.04329830208838262
5.101902949373572,800.3875824083406,-0.03655814164474459
5.305837894891788,698.3756006205602,-0.03845941997678784
