day,n_eo,vsi_mean,vsi_std,vsi_min,vsi_p05,vsi_p95,vsi_cv,vsi_range,vsi_entropy,vsi_sag_frac,idle_vsi_mean,cruise_vsi_mean,resting_vsi_mean,crank_vsi_min,ged2_cnt,ged2_frac,sma_starts,rpm_mean,vsi_rpm_slope,vsi_ceiling,vsi_onset_rpm,vsi_resid_mean,vsi_resid_negfrac,crank_recovery_t,crank_recovery_slope,reg_duty_frac,cranks_per_ehr,crank_dur_mean,ged1_frac,ged3_frac,ged_churn,idle_vsi_var,idle_vsi_acf1,idle_vsi_zcr,sag_highload_frac,sag_idle_frac,uv_dose_day,dtf,vin_label
0,2109,28.027596,0.07753925,27.2,28.0,28.200000762939453,0.0027665324,0.20000076293945312,0.06422086997997391,0.0,28.119356,28.02352,24.866667,,0,0.0,0,758.63,5.759431026595622e-05,,550.5499877929688,0.027596124,0.011379800853485065,,,1.0,0.0,,0.0,0.0,0,0.022897892,0.32214039619175994,0.2459016393442623,0.0,0.0,0.0,661.0,VIN5_F_ALT
1,9,28.133335,0.10000038,28.0,28.0,28.200000762939453,0.0035545158,0.20000076293945312,-0.0,0.0,28.142857,,,,0,0.0,0,689.32446,,,570.3900146484375,0.13333385,0.0,,,1.0,0.0,,0.0,0.0,0,0.009523802,,,,0.0,0.0,660.0,VIN5_F_ALT
2,26,28.115385,0.10076668,28.0,28.0,28.200000762939453,0.0035840406,0.20000076293945312,-0.0,0.0,28.10435,,,,0,0.0,0,688.67,0.00029216369460105464,,578.8800048828125,0.115385056,0.0,,,1.0,0.0,,0.0,0.0,0,0.010434938,0.2666666666666668,0.36363636363636365,,0.0,0.0,659.0,VIN5_F_ALT
3,56,28.125,0.097701214,28.0,28.0,28.200000762939453,0.0034738209,0.20000076293945312,-0.0,0.0,28.106668,,,,0,0.0,0,815.84467,0.00024851863784604745,,569.9099731445312,0.12500048,0.0,,,1.0,0.0,,0.0,0.0,0,0.010181871,0.08902691511387162,0.45454545454545453,,0.0,0.0,658.0,VIN5_F_ALT
5,675,28.034668,0.07883453,27.8,28.0,28.200000762939453,0.0028120372,0.20000076293945312,0.036298959979969715,0.0,28.032001,,,,0,0.0,0,681.1224,6.858292024318038e-05,28.11111,569.1099853515625,0.03200012,0.014814814814814815,,,1.0,0.0,,0.0,0.0,0,0.005877291,0.202805792604086,0.22496147919876733,0.0,0.0,0.0,656.0,VIN5_F_ALT
6,562,28.03057,0.09900625,27.39,28.0,28.200000762939453,0.0035320814,0.20000076293945312,0.177145488339078,0.0,28.03315,28.037256,24.721931,,0,0.0,0,759.80804,5.146705502540527e-05,28.0,317.2699890136719,0.030569518,0.04092526690391459,,,1.0,0.0,,0.0,0.0,0,0.01040099,0.3529592091486338,0.1794871794871795,0.0,0.0,0.0,655.0,VIN5_F_ALT
7,268,28.208769,0.5626312,24.2,28.0,29.13000049591064,0.019945258,1.1300004959106396,0.5879844361836761,0.0,28.157295,,20.8,20.8,0,0.0,0,677.46814,0.0007152104538298858,28.366667,559.8300170898438,0.19082433,0.033707865168539325,0.0,,0.9440298507462687,0.0,5.0,0.0,0.0,0,0.1858732,0.38974847887419656,0.27983539094650206,0.0,0.0,0.0,654.0,VIN5_F_ALT
10,413,28.07213,0.1751793,25.8,28.0,28.200000762939453,0.0062403283,0.20000076293945312,0.1294839929659918,0.0,28.07747,,,,0,0.0,0,651.98505,-0.00020906452300085548,28.05,523.510009765625,0.07261531,0.03389830508474576,,,0.9951573849878934,0.0,,0.0,0.0,0,0.024541266,0.3146304605790444,0.19543147208121828,0.0,0.0,0.0,651.0,VIN5_F_ALT
11,962,28.0158,0.0741225,27.8,28.0,28.200000762939453,0.0026457394,0.20000076293945312,0.14239179943494876,0.0,28.005062,28.00894,,,0,0.0,0,971.3454,3.491716399191836e-05,28.0,449.5899963378906,0.014968872,0.036382536382536385,,,1.0,0.0,,0.0,0.0,0,0.0061278744,0.497854077253219,0.10256410256410256,0.0,0.0,0.0,650.0,VIN5_F_ALT
12,93,28.193548,0.035528604,28.0,28.200000762939453,28.200000762939453,0.0012601679,0.0,-0.0,0.0,28.188463,,,,0,0.0,0,1017.8455,2.657599361581683e-05,28.2,581.1099853515625,0.16989312,0.0,,,1.0,0.0,,0.0,0.0,0,0.002217226,-0.06249999999999998,0.11764705882352941,,0.0,0.0,649.0,VIN5_F_ALT
13,4653,28.024715,0.11751049,24.6,27.799999237060547,28.200000762939453,0.004193102,0.40000152587890625,0.29409743463703564,0.0,28.067747,28.001247,25.0548,,0,0.0,0,814.332,5.7100841787391934e-05,28.133335,475.510009765625,0.024629364,0.08682570384698045,,,0.9997850848914679,0.0,,0.0,0.0,0,0.015463569,0.7116312783422841,0.13716814159292035,0.0,0.0,0.0,648.0,VIN5_F_ALT
14,2334,28.004456,0.10914824,25.8,27.799999237060547,28.200000762939453,0.0038975312,0.40000152587890625,0.3290484750823337,0.0,28.015667,27.986235,24.745453,,0,0.0,0,843.5831,-4.146270029312104e-05,28.1,489.2699890136719,0.0014145005,0.11058722674667809,,,0.9991431019708654,0.0,,0.0,0.0,0,0.020162176,0.5770242308966449,0.1384928716904277,0.0,0.0,0.0,647.0,VIN5_F_ALT
15,872,28.07248,0.24183458,21.8,28.0,28.200000762939453,0.00861465,0.20000076293945312,0.08161764027600726,0.0011467889908256881,28.066793,28.152727,25.0475,21.8,0,0.0,1,763.111,0.00010137031466999667,28.17143,469.2699890136719,0.07568837,0.020642201834862386,0.0,-0.030302572891538194,0.9977064220183486,0.8256880733944955,5.0,0.0,0.0,0,0.0145736225,0.3141644064870454,0.2887189292543021,0.0,0.0015923566878980893,18.964006576783955,646.0,VIN5_F_ALT
16,1462,27.990253,0.15056756,25.39,27.799999237060547,28.200000762939453,0.005379285,0.40000152587890625,0.4815072953832514,0.0,27.996044,27.977777,24.533466,,0,0.0,0,708.05927,2.305575792065906e-05,28.05,464.7900085449219,-0.0101573225,0.1545827633378933,,,0.9979480164158687,0.0,,0.0,0.0,0,0.025718246,0.61039386288117,0.10588235294117647,0.0,0.0,0.0,645.0,VIN5_F_ALT
17,710,28.056337,0.096090935,27.8,28.0,28.200000762939453,0.003424928,0.20000076293945312,0.0740225961475812,0.0,28.063637,,25.2,,0,0.0,0,731.10846,4.178132317800811e-07,,537.1099853515625,0.056338243,0.014084507042253521,,,1.0,0.0,,0.0,0.0,0,0.010297157,0.5439247005134051,0.17663817663817663,0.0,0.0,0.0,644.0,VIN5_F_ALT
18,69,28.136232,0.09388861,28.0,28.0,28.200000762939453,0.003336929,0.20000076293945312,-0.0,0.0,28.135296,,,,0,0.0,0,615.54944,0.0001593018456009149,,568.1500244140625,0.1362324,0.0,,,1.0,0.0,,0.0,0.0,0,0.008885028,0.07567031802724805,0.40298507462686567,,0.0,0.0,643.0,VIN5_F_ALT
19,2384,27.993624,0.08972191,26.0,27.799999237060547,28.200000762939453,0.0032050838,0.40000152587890625,0.31620488876174735,0.0,28.022776,27.989437,25.235455,,0,0.0,0,866.95966,-2.6047533575799114e-05,28.0,356.0,-0.008053717,0.09857382550335571,,,0.9995805369127517,0.0,,0.0,0.0,0,0.015879728,0.2547915714265594,0.16399286987522282,0.0,0.0,0.0,642.0,VIN5_F_ALT
20,4912,28.042465,0.12473926,24.6,28.0,28.200000762939453,0.004448227,0.20000076293945312,0.13255805027858125,0.0,28.04459,28.017752,24.980806,17.8,0,0.0,2,929.1218,3.5961851679550706e-05,28.078789,307.0299987792969,0.034688655,0.058835504885993484,0.0,-0.09635448214561032,0.9989820846905537,0.2931596091205212,5.0,0.0,0.0,0,0.029641643,0.18061152811419778,0.2150694952450622,0.0,0.0,0.0,641.0,VIN5_F_ALT
21,3996,28.015415,0.09795229,26.2,27.799999237060547,28.200000762939453,0.0034963712,0.40000152587890625,0.21756091254425045,0.0,28.017424,28.003826,24.481627,,0,0.0,0,908.70325,1.833894217379995e-05,28.025,274.7200012207031,0.0038038255,0.10285285285285285,,,0.9992492492492493,0.0,,0.0,0.0,0,0.0138420565,0.33628684436646317,0.1382316313823163,0.0,0.0,0.0,640.0,VIN5_F_ALT
