vin_label,horizon_days,n_days,feature,window_mean,baseline_mean,z_vs_baseline,nf_p05,nf_p95,discriminative
VIN9_F_ALT,45,11,ged2_cnt,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,45,11,ged2_frac,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,45,11,sma_starts,0.8182,0.8725,-0.05,0.0,3.0,False
VIN9_F_ALT,45,11,rpm_mean,955.2242,911.1989135742188,0.73,725.2306,1100.9621,False
VIN9_F_ALT,30,11,vsi_mean,28.2488,28.202999114990234,1.18,27.802,28.2432,False
VIN9_F_ALT,30,11,vsi_std,0.1601,0.1103999987244606,0.74,0.0804,0.4849,False
VIN9_F_ALT,30,11,vsi_cv,0.0057,0.0038999998942017555,0.75,0.0029,0.0172,False
VIN9_F_ALT,30,11,vsi_min,23.7436,24.50779914855957,-0.31,20.2,27.8,False
VIN9_F_ALT,30,11,vsi_p05,28.1636,28.0549,1.06,27.4,28.0,False
VIN9_F_ALT,30,11,vsi_range,0.2264,0.2901,-0.27,0.2,1.4,False
VIN9_F_ALT,30,11,vsi_entropy,0.6213,0.3484,1.4,0.061,1.8878,False
VIN9_F_ALT,30,11,vsi_sag_frac,0.0001,0.0001,0.32,0.0,0.0016,False
VIN9_F_ALT,30,11,idle_vsi_mean,28.2779,28.20829963684082,1.27,27.7998,28.2619,False
VIN9_F_ALT,30,11,cruise_vsi_mean,28.2414,28.19879913330078,1.15,27.7962,28.2491,False
VIN9_F_ALT,30,11,resting_vsi_mean,24.6542,25.434999465942383,-1.42,23.589,26.39,False
VIN9_F_ALT,30,11,crank_vsi_min,21.7143,21.590999603271484,0.06,16.39,24.8,False
VIN9_F_ALT,30,11,ged2_cnt,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,30,11,ged2_frac,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,30,11,sma_starts,1.1818,0.8725,0.29,0.0,3.0,False
VIN9_F_ALT,30,11,rpm_mean,979.058,911.1989135742188,1.13,725.2306,1100.9621,False
VIN9_F_ALT,14,7,vsi_mean,28.2272,28.202999114990234,0.62,27.802,28.2432,False
VIN9_F_ALT,14,7,vsi_std,0.1153,0.1103999987244606,0.07,0.0804,0.4849,False
VIN9_F_ALT,14,7,vsi_cv,0.0041,0.0038999998942017555,0.07,0.0029,0.0172,False
VIN9_F_ALT,14,7,vsi_min,22.5714,24.50779914855957,-0.78,20.2,27.8,False
VIN9_F_ALT,14,7,vsi_p05,28.1143,28.0549,0.58,27.4,28.0,False
VIN9_F_ALT,14,7,vsi_range,0.2757,0.2901,-0.06,0.2,1.4,False
VIN9_F_ALT,14,7,vsi_entropy,0.4635,0.3484,0.59,0.061,1.8878,False
VIN9_F_ALT,14,7,vsi_sag_frac,0.0001,0.0001,0.15,0.0,0.0016,False
VIN9_F_ALT,14,7,idle_vsi_mean,28.2512,28.20829963684082,0.78,27.7998,28.2619,False
VIN9_F_ALT,14,7,cruise_vsi_mean,28.2334,28.19879913330078,0.94,27.7962,28.2491,False
VIN9_F_ALT,14,7,resting_vsi_mean,24.8102,25.434999465942383,-1.13,23.589,26.39,False
VIN9_F_ALT,14,7,crank_vsi_min,21.2,21.590999603271484,-0.18,16.39,24.8,False
VIN9_F_ALT,14,7,ged2_cnt,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,14,7,ged2_frac,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,14,7,sma_starts,1.5714,0.8725,0.66,0.0,3.0,False
VIN9_F_ALT,14,7,rpm_mean,977.7133,911.1989135742188,1.11,725.2306,1100.9621,False
VIN9_F_ALT,7,6,vsi_mean,28.2359,28.202999114990234,0.85,27.802,28.2432,False
VIN9_F_ALT,7,6,vsi_std,0.1248,0.1103999987244606,0.22,0.0804,0.4849,False
VIN9_F_ALT,7,6,vsi_cv,0.0044,0.0038999998942017555,0.22,0.0029,0.0172,False
VIN9_F_ALT,7,6,vsi_min,23.7983,24.50779914855957,-0.29,20.2,27.8,False
VIN9_F_ALT,7,6,vsi_p05,28.1333,28.0549,0.77,27.4,28.0,False
VIN9_F_ALT,7,6,vsi_range,0.225,0.2901,-0.27,0.2,1.4,False
VIN9_F_ALT,7,6,vsi_entropy,0.5332,0.3484,0.95,0.061,1.8878,False
VIN9_F_ALT,7,6,vsi_sag_frac,0.0002,0.0001,1.27,0.0,0.0016,False
VIN9_F_ALT,7,6,idle_vsi_mean,28.2604,28.20829963684082,0.95,27.7998,28.2619,False
VIN9_F_ALT,7,6,cruise_vsi_mean,28.2336,28.19879913330078,0.94,27.7962,28.2491,False
VIN9_F_ALT,7,6,resting_vsi_mean,24.6788,25.434999465942383,-1.37,23.589,26.39,False
VIN9_F_ALT,7,6,crank_vsi_min,20.68,21.590999603271484,-0.42,16.39,24.8,False
VIN9_F_ALT,7,6,ged2_cnt,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,7,6,ged2_frac,0.0,0.0,,0.0,0.0,False
VIN9_F_ALT,7,6,sma_starts,1.0,0.8725,0.12,0.0,3.0,False
VIN9_F_ALT,7,6,rpm_mean,943.6489,911.1989135742188,0.54,725.2306,1100.9621,False
VIN3_F_ALT,90,25,vsi_mean,27.937,27.927400588989258,0.22,27.802,28.2432,False
VIN3_F_ALT,90,25,vsi_std,0.1643,0.18039999902248383,-0.2,0.0804,0.4849,False
VIN3_F_ALT,90,25,vsi_cv,0.0059,0.006500000134110451,-0.21,0.0029,0.0172,False
VIN3_F_ALT,90,25,vsi_min,25.6,25.20870018005371,0.16,20.2,27.8,False
VIN3_F_ALT,90,25,vsi_p05,27.784,27.7671,0.2,27.4,28.0,False
VIN3_F_ALT,90,25,vsi_range,0.368,0.368,0.0,0.2,1.4,False
VIN3_F_ALT,90,25,vsi_entropy,0.7463,0.7824,-0.23,0.061,1.8878,False
VIN3_F_ALT,90,25,vsi_sag_frac,0.0002,0.0004,-0.18,0.0,0.0016,False
VIN3_F_ALT,90,25,idle_vsi_mean,27.959,27.93600082397461,0.33,27.7998,28.2619,False
VIN3_F_ALT,90,25,cruise_vsi_mean,27.9244,27.916500091552734,0.19,27.7962,28.2491,False
VIN3_F_ALT,90,25,resting_vsi_mean,24.7046,24.66710090637207,0.03,23.589,26.39,False
VIN3_F_ALT,90,25,crank_vsi_min,19.28,20.9148006439209,-0.72,16.39,24.8,False
VIN3_F_ALT,90,25,ged2_cnt,0.0,0.0,,0.0,0.0,False
VIN3_F_ALT,90,25,ged2_frac,0.0,0.0,,0.0,0.0,False
VIN3_F_ALT,90,25,sma_starts,0.0,0.013,-0.11,0.0,3.0,False
VIN3_F_ALT,90,25,rpm_mean,932.7425,926.5634765625,0.05,725.2306,1100.9621,False
VIN3_F_ALT,60,0,vsi_mean,,27.927400588989258,,27.802,28.2432,False
VIN3_F_ALT,60,0,vsi_std,,0.18039999902248383,,0.0804,0.4849,False
VIN3_F_ALT,60,0,vsi_cv,,0.006500000134110451,,0.0029,0.0172,False
VIN3_F_ALT,60,0,vsi_min,,25.20870018005371,,20.2,27.8,False
VIN3_F_ALT,60,0,vsi_p05,,27.7671,,27.4,28.0,False
VIN3_F_ALT,60,0,vsi_range,,0.368,,0.2,1.4,False
VIN3_F_ALT,60,0,vsi_entropy,,0.7824,,0.061,1.8878,False
VIN3_F_ALT,60,0,vsi_sag_frac,,0.0004,,0.0,0.0016,False
VIN3_F_ALT,60,0,idle_vsi_mean,,27.93600082397461,,27.7998,28.2619,False
VIN3_F_ALT,60,0,cruise_vsi_mean,,27.916500091552734,,27.7962,28.2491,False
VIN3_F_ALT,60,0,resting_vsi_mean,,24.66710090637207,,23.589,26.39,False
VIN3_F_ALT,60,0,crank_vsi_min,,20.9148006439209,,16.39,24.8,False
VIN3_F_ALT,60,0,ged2_cnt,,0.0,,0.0,0.0,False
VIN3_F_ALT,60,0,ged2_frac,,0.0,,0.0,0.0,False
VIN3_F_ALT,60,0,sma_starts,,0.013,,0.0,3.0,False
VIN3_F_ALT,60,0,rpm_mean,,926.5634765625,,725.2306,1100.9621,False
VIN3_F_ALT,45,0,vsi_mean,,27.927400588989258,,27.802,28.2432,False
VIN3_F_ALT,45,0,vsi_std,,0.18039999902248383,,0.0804,0.4849,False
VIN3_F_ALT,45,0,vsi_cv,,0.006500000134110451,,0.0029,0.0172,False
VIN3_F_ALT,45,0,vsi_min,,25.20870018005371,,20.2,27.8,False
VIN3_F_ALT,45,0,vsi_p05,,27.7671,,27.4,28.0,False
VIN3_F_ALT,45,0,vsi_range,,0.368,,0.2,1.4,False
VIN3_F_ALT,45,0,vsi_entropy,,0.7824,,0.061,1.8878,False
VIN3_F_ALT,45,0,vsi_sag_frac,,0.0004,,0.0,0.0016,False
VIN3_F_ALT,45,0,idle_vsi_mean,,27.93600082397461,,27.7998,28.2619,False
VIN3_F_ALT,45,0,cruise_vsi_mean,,27.916500091552734,,27.7962,28.2491,False
VIN3_F_ALT,45,0,resting_vsi_mean,,24.66710090637207,,23.589,26.39,False
VIN3_F_ALT,45,0,crank_vsi_min,,20.9148006439209,,16.39,24.8,False
VIN3_F_ALT,45,0,ged2_cnt,,0.0,,0.0,0.0,False
VIN3_F_ALT,45,0,ged2_frac,,0.0,,0.0,0.0,False
VIN3_F_ALT,45,0,sma_starts,,0.013,,0.0,3.0,False
VIN3_F_ALT,45,0,rpm_mean,,926.5634765625,,725.2306,1100.9621,False
VIN3_F_ALT,30,0,vsi_mean,,27.927400588989258,,27.802,28.2432,False
VIN3_F_ALT,30,0,vsi_std,,0.18039999902248383,,0.0804,0.4849,False
VIN3_F_ALT,30,0,vsi_cv,,0.006500000134110451,,0.0029,0.0172,False
VIN3_F_ALT,30,0,vsi_min,,25.20870018005371,,20.2,27.8,False
