day,n_eo,vsi_mean,vsi_std,vsi_min,vsi_p05,vsi_p95,vsi_cv,vsi_range,vsi_entropy,vsi_sag_frac,idle_vsi_mean,cruise_vsi_mean,resting_vsi_mean,crank_vsi_min,ged2_cnt,ged2_frac,sma_starts,rpm_mean,dtf,vin_label
3.0,1564,27.921942,0.272647,20.2,27.799999237060547,28.0,0.0097646145,0.20000076293945312,0.7183652073003907,0.0006393861892583121,27.921488,27.975,24.640806,20.2,0,0.0,2,776.7227,,VIN7_NF_ALT
18.0,587,27.965929,0.12501599,26.0,27.799999237060547,28.0,0.004470296,0.20000076293945312,0.4597283072508458,0.0,27.941761,28.066666,24.473728,,0,0.0,0,658.4712,,VIN7_NF_ALT
19.0,4563,27.99609,0.13207519,25.2,27.799999237060547,28.200000762939453,0.00471763,0.40000152587890625,0.2933374604783062,0.0,27.92,27.993103,24.65548,19.8,0,0.0,1,698.213,,VIN7_NF_ALT
20.0,9436,27.972118,0.19561827,21.8,27.799999237060547,28.200000762939453,0.0069933305,0.40000152587890625,0.4575139479247614,0.000317931326833404,27.64892,27.975868,25.423697,21.8,0,0.0,2,739.1254,,VIN7_NF_ALT
21.0,7682,27.960852,0.15118168,22.2,27.799999237060547,28.0,0.0054069054,0.20000076293945312,0.5163416835213972,0.0002603488674824265,27.892113,27.97485,25.586023,19.8,0,0.0,3,767.00195,,VIN7_NF_ALT
22.0,9691,27.955141,0.148023,24.6,27.799999237060547,28.0,0.0052950187,0.20000076293945312,0.5828687240163164,0.0,27.864569,27.962767,25.808231,22.39,0,0.0,1,768.13654,,VIN7_NF_ALT
23.0,4773,27.99543,0.15028934,20.2,27.799999237060547,28.200000762939453,0.005368353,0.40000152587890625,0.2488514042674925,0.00020951183741881415,27.994244,27.990093,25.397245,20.2,0,0.0,1,809.8089,,VIN7_NF_ALT
24.0,2013,28.005066,0.08218082,27.8,27.799999237060547,28.200000762939453,0.0029344985,0.40000152587890625,0.2588631382337114,0.0,28.12353,27.991919,24.733334,,0,0.0,0,807.8761,,VIN7_NF_ALT
34.0,1032,27.9806,0.13160156,24.39,27.799999237060547,28.0,0.0047033145,0.20000076293945312,0.3195761353120594,0.0,27.87511,27.984001,24.368286,,0,0.0,0,675.3693,,VIN7_NF_ALT
35.0,8024,27.993193,0.08856663,26.39,27.799999237060547,28.200000762939453,0.0031638632,0.40000152587890625,0.32623216752163836,0.0,27.965246,27.99624,25.48676,,0,0.0,0,722.8139,,VIN7_NF_ALT
41.0,20,28.02,0.12814514,27.8,27.799999237060547,28.200000762939453,0.0045733456,0.40000152587890625,0.42270908780599087,0.0,28.021053,,24.281,,0,0.0,0,700.8745,,VIN7_NF_ALT
54.0,227,27.979734,0.08690339,27.8,27.799999237060547,28.0,0.0031059405,0.20000076293945312,0.4223268267519208,0.0,27.977444,,24.22857,,0,0.0,0,878.9991,,VIN7_NF_ALT
55.0,629,27.977106,0.10459473,26.0,27.799999237060547,28.0,0.0037385828,0.20000076293945312,0.36413267178878617,0.0,27.9768,,24.0,,0,0.0,0,632.86237,,VIN7_NF_ALT
56.0,79,28.192404,0.03847142,28.0,28.200000762939453,28.200000762939453,0.0013646024,0.0,-0.0,0.0,28.194872,,,,0,0.0,0,609.37787,,VIN7_NF_ALT
57.0,119,28.068907,0.105564184,27.8,28.0,28.200000762939453,0.003760894,0.20000076293945312,0.11767560206663338,0.0,28.076923,,24.39,,0,0.0,0,657.75934,,VIN7_NF_ALT
58.0,29,28.17931,0.061987046,28.0,28.0,28.200000762939453,0.0021997362,0.20000076293945312,-0.0,0.0,28.17931,,,,0,0.0,0,615.0379,,VIN7_NF_ALT
59.0,3846,27.88934,0.11949539,27.6,27.799999237060547,28.200000762939453,0.004284626,0.40000152587890625,0.6948686507134251,0.0,27.998474,27.856468,24.518261,,0,0.0,0,970.58594,,VIN7_NF_ALT
60.0,3150,27.869816,0.22025937,21.8,27.799999237060547,28.200000762939453,0.007903151,0.40000152587890625,0.7927071412293734,0.0006349206349206349,27.888895,27.83581,24.366377,21.8,0,0.0,1,843.3577,,VIN7_NF_ALT
61.0,8372,27.902649,0.12805669,22.6,27.799999237060547,28.0,0.0045894096,0.20000076293945312,0.7146954587885699,0.00011944577161968466,27.926754,27.892076,25.123846,20.2,0,0.0,1,1020.1796,,VIN7_NF_ALT
62.0,6800,27.924644,0.14239095,23.0,27.799999237060547,28.0,0.005099114,0.20000076293945312,0.7045529521884144,0.00014705882352941175,27.911348,27.936045,24.981667,23.0,0,0.0,1,969.2027,,VIN7_NF_ALT
63.0,3719,27.808603,0.068733014,27.6,27.799999237060547,28.0,0.0024716456,0.20000076293945312,0.44200873693693626,0.0,27.799128,27.808256,26.39,,0,0.0,0,901.2763,,VIN7_NF_ALT
64.0,4764,27.825478,0.12979718,22.2,27.799999237060547,28.0,0.0046646884,0.20000076293945312,0.6224462159361769,0.00020990764063811922,27.800455,27.838879,25.2795,22.2,0,0.0,0,950.8538,,VIN7_NF_ALT
65.0,6549,27.881172,0.15326275,22.2,27.799999237060547,28.0,0.005496998,0.20000076293945312,0.7234658431906795,0.00030539013589861045,27.875662,27.879713,25.316147,22.2,0,0.0,2,942.37823,,VIN7_NF_ALT
66.0,4933,27.898357,0.1720936,21.8,27.799999237060547,28.0,0.0061685927,0.20000076293945312,0.7266903508262341,0.000608149199270221,27.84246,27.928164,25.863333,21.8,0,0.0,2,895.78815,,VIN7_NF_ALT
67.0,9272,27.860655,0.099387124,26.2,27.799999237060547,28.0,0.0035672933,0.20000076293945312,0.6725306522083422,0.0,27.879166,27.84255,25.0,,0,0.0,0,915.2566,,VIN7_NF_ALT
68.0,5602,27.832521,0.120259084,22.2,27.799999237060547,28.0,0.0043208115,0.20000076293945312,0.6056309861803866,0.0001785076758300607,27.86111,27.809563,25.148767,22.2,0,0.0,1,885.04376,,VIN7_NF_ALT
69.0,8097,27.848211,0.10287631,25.8,27.799999237060547,28.0,0.0036941802,0.20000076293945312,0.6761248566204912,0.0,27.879648,27.84174,24.277065,21.2,0,0.0,2,911.7222,,VIN7_NF_ALT
70.0,4096,27.895407,0.12850608,24.2,27.799999237060547,28.0,0.004606711,0.20000076293945312,0.7263571999754328,0.0,27.90035,27.893602,24.88872,,0,0.0,0,941.15704,,VIN7_NF_ALT
71.0,2122,27.897823,0.12858768,27.0,27.799999237060547,28.0,0.004609237,0.20000076293945312,0.8490036600328523,0.0,27.87792,27.8884,26.6,,0,0.0,0,889.70776,,VIN7_NF_ALT
