day,n_eo,vsi_mean,vsi_std,vsi_min,vsi_p05,vsi_p95,vsi_cv,vsi_range,vsi_entropy,vsi_sag_frac,idle_vsi_mean,cruise_vsi_mean,resting_vsi_mean,crank_vsi_min,ged2_cnt,ged2_frac,sma_starts,rpm_mean,dtf,vin_label
5.0,1290,27.839535,0.88852084,21.0,27.200000762939453,28.200000762939453,0.031915795,1.0,0.731310553152446,0.01937984496124031,27.95051,28.0,24.661467,19.6,0,0.0,4,669.663,,VIN4_NF_ALT
25.0,54,28.007408,0.086552426,27.8,27.799999237060547,28.200000762939453,0.0030903404,0.40000152587890625,0.2640520518256287,0.0,,,,,0,0.0,0,1155.8905,,VIN4_NF_ALT
26.0,657,28.032877,0.08491297,27.8,28.0,28.200000762939453,0.0030290494,0.20000076293945312,0.1030906238127644,0.0,28.01825,,,,0,0.0,0,711.0627,,VIN4_NF_ALT
27.0,410,27.996098,0.16543467,25.6,28.0,28.200000762939453,0.005909205,0.20000076293945312,0.2235672691929984,0.0,27.990362,28.024242,24.42818,,0,0.0,0,689.3907,,VIN4_NF_ALT
29.0,12,28.150002,0.09045375,28.0,28.0,28.200000762939453,0.0032132769,0.20000076293945312,-0.0,0.0,28.150002,,,,0,0.0,0,617.78253,,VIN4_NF_ALT
30.0,2,28.2,0.0,28.2,28.200000762939453,28.200000762939453,0.0,0.0,,0.0,28.2,,,,0,0.0,0,593.19,,VIN4_NF_ALT
31.0,8275,28.08142,0.13317187,25.39,27.799999237060547,28.200000762939453,0.004742348,0.40000152587890625,0.23814131046561482,0.0,27.980268,28.1207,24.580727,26.39,0,0.0,1,775.0781,,VIN4_NF_ALT
32.0,8546,28.104961,0.10477781,27.2,28.0,28.200000762939453,0.0037280896,0.20000076293945312,0.0632932832824869,0.0,28.059929,28.116772,,,0,0.0,0,778.90955,,VIN4_NF_ALT
33.0,5338,28.143122,0.09499657,26.8,28.0,28.200000762939453,0.0033754809,0.20000076293945312,0.025972709662266356,0.0,28.128405,28.165682,24.909655,21.39,0,0.0,1,786.7682,,VIN4_NF_ALT
34.0,11083,28.120543,0.106948785,27.39,28.0,28.200000762939453,0.0038032262,0.20000076293945312,0.10489804166815547,0.0,28.083216,28.137564,26.39,,0,0.0,0,773.2618,,VIN4_NF_ALT
35.0,7764,28.121283,0.15309487,26.2,28.0,28.200000762939453,0.0054440927,0.20000076293945312,0.19592775674995644,0.0,28.047369,28.123505,25.54595,,0,0.0,0,845.6946,,VIN4_NF_ALT
36.0,2488,28.157711,0.085504435,27.8,28.0,28.200000762939453,0.003036626,0.20000076293945312,0.049393529323041946,0.0,28.15494,28.163935,25.173777,25.2,0,0.0,1,804.41516,,VIN4_NF_ALT
37.0,149,28.018791,0.08492408,27.8,28.0,28.200000762939453,0.0030309686,0.20000076293945312,0.18952474069199465,0.0,28.016783,,24.0,,0,0.0,0,614.92755,,VIN4_NF_ALT
38.0,2950,28.13749,0.152128,22.0,28.0,28.200000762939453,0.0054065944,0.20000076293945312,0.04974757624294018,0.00033898305084745765,28.072931,28.17683,24.586197,22.0,0,0.0,1,957.1051,,VIN4_NF_ALT
40.0,6,26.633333,0.784007,25.6,25.65000009536743,27.500000476837158,0.02943706,1.8500003814697266,1.5607104090414063,0.0,26.633333,,24.38331,,0,0.0,0,601.83167,,VIN4_NF_ALT
43.0,9,27.466667,0.7810247,25.6,26.079999923706055,27.91999969482422,0.028435364,1.8399997711181655,1.0027182645175161,0.0,27.466667,,24.107307,20.2,0,0.0,1,595.94446,,VIN4_NF_ALT
46.0,90,26.966555,0.21070883,25.6,26.799999237060547,27.200000762939453,0.00781371,0.40000152587890625,0.7336628303957516,0.0,26.966555,,24.39,,0,0.0,0,602.0429,,VIN4_NF_ALT
47.0,37,27.534325,0.46045572,25.6,26.717999267578126,27.799999237060547,0.016722972,1.0819999694824212,1.3771115989742841,0.0,27.534325,,24.33818,,0,0.0,0,600.23517,,VIN4_NF_ALT
49.0,2242,28.000795,0.1738645,22.6,27.799999237060547,28.200000762939453,0.00620927,0.40000152587890625,0.23246172033631318,0.0008920606601248885,28.004639,28.002415,25.017761,22.6,0,0.0,2,799.24414,,VIN4_NF_ALT
50.0,3559,28.110641,0.13122594,25.39,28.0,28.200000762939453,0.0046681943,0.20000076293945312,0.09405105908427952,0.0,28.048231,28.136446,24.787086,,0,0.0,0,941.30634,,VIN4_NF_ALT
51.0,405,27.889383,0.13574491,26.6,27.799999237060547,28.0,0.0048672613,0.20000076293945312,0.7792368103734435,0.0,27.891752,27.875,,,0,0.0,0,736.9262,,VIN4_NF_ALT
52.0,4161,28.000093,0.11841537,25.2,27.799999237060547,28.200000762939453,0.0042291065,0.40000152587890625,0.39375734918151983,0.0,27.950338,28.038189,24.6,,0,0.0,0,856.6713,,VIN4_NF_ALT
53.0,2352,27.893984,0.22698295,22.6,27.600000381469727,28.0,0.008137344,0.39999961853027344,0.8946559770385211,0.00042517006802721087,27.860407,27.884317,24.393435,18.0,0,0.0,3,834.54297,,VIN4_NF_ALT
54.0,11211,27.992752,0.17338483,22.2,27.799999237060547,28.200000762939453,0.0061939186,0.40000152587890625,0.43025423669694807,0.0002675943270002676,27.980627,28.03003,25.009552,22.2,0,0.0,2,819.7121,,VIN4_NF_ALT
55.0,7306,27.933447,0.25500917,25.39,27.389999389648438,28.200000762939453,0.009129169,0.8100013732910156,0.7048426386067038,0.0,27.801622,28.00559,24.66323,,0,0.0,0,939.6672,,VIN4_NF_ALT
56.0,9911,28.002327,0.12927979,23.2,27.799999237060547,28.200000762939453,0.004616752,0.40000152587890625,0.313373763944954,0.00010089799212995662,27.991055,28.03565,25.076176,23.2,0,0.0,1,889.18445,,VIN4_NF_ALT
57.0,11316,28.02951,0.13658011,23.8,27.799999237060547,28.200000762939453,0.0048727253,0.40000152587890625,0.23914014214457494,8.837044892188053e-05,28.015669,28.075514,24.74524,14.8,0,0.0,3,778.84924,,VIN4_NF_ALT
58.0,8335,28.029293,0.13540551,26.39,27.799999237060547,28.200000762939453,0.0048308573,0.40000152587890625,0.3841371388536858,0.0,28.001923,28.042358,24.675001,,0,0.0,0,916.4127,,VIN4_NF_ALT
59.0,10159,28.03491,0.16377755,21.8,27.799999237060547,28.200000762939453,0.0058419146,0.40000152587890625,0.32461604516592213,0.0001968697706467172,28.016253,28.075903,24.837442,21.8,0,0.0,3,868.2699,,VIN4_NF_ALT
60.0,10387,27.98505,0.12743007,25.2,27.799999237060547,28.200000762939453,0.004553505,0.40000152587890625,0.44624284496288913,0.0,27.975204,28.035833,24.611351,,0,0.0,0,760.39795,,VIN4_NF_ALT
61.0,10383,27.9795,0.1325977,22.2,27.799999237060547,28.200000762939453,0.004739102,0.40000152587890625,0.49591571382265787,0.00019262255610131947,27.974293,27.991188,24.933884,20.0,0,0.0,2,828.679,,VIN4_NF_ALT
62.0,12108,27.996572,0.14324455,26.2,27.799999237060547,28.200000762939453,0.005116503,0.40000152587890625,0.451270018848299,0.0,27.967829,28.02417,24.383333,20.2,0,0.0,2,857.29193,,VIN4_NF_ALT
63.0,9527,27.9843,0.17593886,22.0,27.799999237060547,28.200000762939453,0.006287056,0.40000152587890625,0.48115131581445736,0.00010496483677967881,27.973467,28.045568,25.332666,21.6,0,0.0,3,684.0366,,VIN4_NF_ALT
64.0,9919,28.04258,0.13061264,25.2,27.799999237060547,28.200000762939453,0.004657654,0.40000152587890625,0.21583080977787222,0.0,28.012531,28.07355,26.057142,,0,0.0,0,864.8745,,VIN4_NF_ALT
65.0,9306,27.958752,0.23952068,23.8,27.389999389648438,28.200000762939453,0.008566931,0.8100013732910156,0.5547350041469093,0.0001074575542660649,27.907938,28.014706,26.059,23.8,0,0.0,1,824.8498,,VIN4_NF_ALT
66.0,11042,28.018835,0.11502969,25.39,27.799999237060547,28.200000762939453,0.0041054417,0.40000152587890625,0.30552235009345974,0.0,27.983671,28.031427,26.33,,0,0.0,0,866.342,,VIN4_NF_ALT
67.0,11560,28.01304,0.112443924,25.6,27.799999237060547,28.200000762939453,0.004013985,0.40000152587890625,0.29973720236361256,0.0,28.005299,28.020786,24.745424,22.2,0,0.0,1,869.3858,,VIN4_NF_ALT
68.0,10748,27.96732,0.146548,23.8,27.799999237060547,28.0,0.0052399733,0.20000076293945312,0.5159066449961401,9.304056568663938e-05,27.93819,27.985687,24.672676,20.8,0,0.0,4,926.5406,,VIN4_NF_ALT
69.0,11986,27.97735,0.11375816,26.2,27.799999237060547,28.200000762939453,0.004066081,0.40000152587890625,0.4623867248333489,0.0,27.971449,27.979277,25.966667,,0,0.0,0,860.55023,,VIN4_NF_ALT
70.0,10966,27.980013,0.12262121,25.0,27.799999237060547,28.200000762939453,0.004382457,0.40000152587890625,0.45848690963720135,0.0,27.956316,28.00628,24.388882,24.6,0,0.0,1,896.14136,,VIN4_NF_ALT
71.0,11983,27.981531,0.10734126,26.0,27.799999237060547,28.200000762939453,0.0038361468,0.40000152587890625,0.47018983137933895,0.0,27.992823,27.969028,25.9,,0,0.0,0,915.98517,,VIN4_NF_ALT
72.0,12389,28.010393,0.14134814,22.39,27.799999237060547,28.200000762939453,0.0050462745,0.40000152587890625,0.3588139149741355,8.071676487206392e-05,28.00507,28.030994,24.808332,22.39,0,0.0,2,941.0091,,VIN4_NF_ALT
73.0,7099,28.028143,0.14436078,22.8,27.799999237060547,28.200000762939453,0.0051505654,0.40000152587890625,0.2549974801916615,0.0002817298211015636,28.001448,28.0647,24.784,17.0,0,0.0,1,855.10046,,VIN4_NF_ALT
74.0,9561,28.009714,0.24428312,21.39,27.799999237060547,28.200000762939453,0.008721371,0.40000152587890625,0.3798111367969204,0.0013596904089530383,28.004932,28.023432,24.62515,17.8,0,0.0,10,1000.26044,,VIN4_NF_ALT
75.0,2308,27.978497,0.1280869,26.2,27.799999237060547,28.200000762939453,0.004578048,0.40000152587890625,0.5050985851489247,0.0,27.938568,27.968422,26.39,,0,0.0,0,1019.8156,,VIN4_NF_ALT
76.0,7224,28.055727,0.11316679,25.39,28.0,28.200000762939453,0.004033643,0.20000076293945312,0.13095675599347004,0.0,28.040136,28.074575,24.870195,26.6,0,0.0,1,931.1001,,VIN4_NF_ALT
77.0,10334,28.022991,0.103316575,24.0,28.0,28.200000762939453,0.0036868504,0.20000076293945312,0.19042079914492757,0.0,28.015093,28.040041,24.606516,,0,0.0,0,880.3859,,VIN4_NF_ALT
78.0,9956,28.07989,0.13193403,22.2,28.0,28.200000762939453,0.004698524,0.20000076293945312,0.1506899541188571,0.0001004419445560466,28.040226,28.112,24.817194,22.2,0,0.0,1,963.4854,,VIN4_NF_ALT
79.0,6137,28.057451,0.151987,23.0,27.799999237060547,28.200000762939453,0.0054169926,0.40000152587890625,0.3104593239997185,0.00016294606485253382,28.004505,28.09113,24.650545,18.39,0,0.0,4,924.68463,,VIN4_NF_ALT
80.0,11046,28.038837,0.099118955,26.0,28.0,28.200000762939453,0.0035350593,0.20000076293945312,0.16673087079636306,0.0,28.015505,28.048058,24.76393,20.6,0,0.0,1,941.0201,,VIN4_NF_ALT
81.0,11764,28.064531,0.128323,23.6,28.0,28.200000762939453,0.0045724264,0.20000076293945312,0.10237992568863462,0.00017001020061203673,28.051836,28.077503,25.380909,23.6,0,0.0,2,905.205,,VIN4_NF_ALT
82.0,10223,28.043371,0.12931475,22.39,27.799999237060547,28.200000762939453,0.004611241,0.40000152587890625,0.2475115838691917,9.781864423359092e-05,28.065825,28.064281,24.74326,22.39,0,0.0,1,828.1384,,VIN4_NF_ALT
83.0,10436,28.042562,0.122948796,22.8,28.0,28.200000762939453,0.004384364,0.20000076293945312,0.18715612794048012,9.582215408202377e-05,28.038061,28.048023,24.357126,22.8,0,0.0,1,913.7296,,VIN4_NF_ALT
84.0,10894,28.066275,0.14521466,23.2,28.0,28.200000762939453,0.0051739914,0.20000076293945312,0.2034617323287479,0.0002753809436387002,28.066643,28.088964,25.349998,23.8,0,0.0,2,876.53784,,VIN4_NF_ALT
85.0,7907,28.050129,0.15671912,22.2,27.799999237060547,28.200000762939453,0.0055871084,0.40000152587890625,0.2847036217086998,0.0001264702162640698,28.003088,28.096228,25.341938,22.2,0,0.0,1,816.9696,,VIN4_NF_ALT
86.0,11054,28.087383,0.122830406,25.6,28.0,28.200000762939453,0.0043731523,0.20000076293945312,0.1417879771761079,0.0,28.06824,28.101715,24.666607,,0,0.0,0,871.14185,,VIN4_NF_ALT
87.0,12839,28.070753,0.1138632,24.2,28.0,28.200000762939453,0.004056293,0.20000076293945312,0.13768520499334863,0.0,28.073364,28.079863,25.30089,24.2,0,0.0,1,902.84735,,VIN4_NF_ALT
88.0,9766,28.041237,0.14357722,26.2,27.799999237060547,28.200000762939453,0.005120217,0.40000152587890625,0.27443666515277937,0.0,28.036251,28.046045,24.656145,20.39,0,0.0,2,832.2619,,VIN4_NF_ALT
